"protein","sd"
"NUBP1",1.0143888197765
"NUCB2",0.426807148740665
"NUDC",0.712812198381824
"NUDT10",0.260272324330837
"NUDT15",0.525572317893638
"NUDT16",0.911461300603601
"NUDT2",0.624746803965398
"NUDT5",0.577765529951716
"NUMB",0.864326662724669
"NUP50",0.339359604404164
"NXPE4",0.350068560605239
"NXPH1",0.419442819761232
"NXPH3",0.321226993117809
"OBP2B",0.855435203507917
"OCLN",0.48613807568385
"ODAM",0.606051983998879
"OFD1",0.678693652370536
"OGA",0.73774336310202
"OGFR",0.377503885589257
"OGN",0.500251437348089
"OGT",0.648735407214198
"OLFM4",1.25541247733579
"OLR1",0.665084313608363
"OMD",0.515796667768345
"OMG",0.766972868773935
"OMP",0.500492496969729
"OPHN1",1.13671789273097
"OPLAH",0.711723142655233
"OPTC",0.529949790464443
"ORM1",0.215086771440588
"OSBPL2",0.409641833298041
"OSCAR",0.384585931231208
"OSM",0.834812173905061
"OSMR",0.234483724302645
"OSTN",0.427274042140098
"OTOA",0.543981004501982
"OTUD6B",0.609762815535041
"OTUD7B",0.663486807547693
"OXCT1",0.716593141336148
"OXT",1.7036269240303
"P4HB",0.441254707083952
"PACS2",0.642198413693893
"PADI2",0.632651652698075
"PADI4",0.834216692796843
"PAEP",1.58465871821722
"PAFAH1B3",1.21828211009823
"PAFAH2",0.506368215137495
"PAG1",0.623410624491471
"PAGR1",0.448144512708452
"PAIP2B",0.539812311719609
"PAK4",0.678321084535177
"PALLD",0.406293469845532
"PALM",0.338336882190489
"PALM2",0.437777161660142
"PALM3",0.77488048348399
"PAM",0.31714611655796
"PAMR1",0.332903286445952
"PAPPA",0.536819065588746
"PARD3",0.759270154196344
"PARK7",0.595229245425971
"PARP1",0.619135848192964
"PAXX",0.47543839973645
"PBK",0.315123443439529
"PBLD",0.576889006347632
"PBXIP1",0.318409286612275
"PCARE",0.871587490037922
"PCBD1",0.520044411505505
"PCBP2",0.750412549763124
"PCDH1",0.23903134073041
"PCDH12",0.263107561995881
"PCDH17",0.403809969773994
"PCDH7",0.36530519216249
"PCDH9",0.359306634440745
"PCDHB15",0.415051195319982
"PCNA",0.658870874185383
"PCSK7",0.467904826008129
"PCSK9",0.45689706538192
"PCYT2",0.789627309821234
"PDAP1",1.01313067035792
"PDCD1",0.477295253557487
"PDCD1LG2",0.351670758328457
"PDCD5",0.669532933312324
"PDCD6",0.783049191265732
"PDCL2",0.54601866247843
"PDE1C",0.564778126955206
"PDE4D",0.626906164795661
"PDE5A",1.07341338562663
"PDGFA",0.812766852555577
"PDGFB",0.968698320715636
"PDGFC",0.319790372194899
"PDGFRA",0.321404691518402
"PDGFRB",0.392228772823684
"PDIA2",0.412175638393536
"PDIA3",0.259094806459591
"PDIA4",0.635213016872142
"PDIA5",0.619523052262812
"PDLIM5",1.23518141430674
"PDLIM7",1.42291811033186
"PDP1",0.556884679226576
"PDRG1",0.534324540295759
"PDXDC1",0.596139358557032
"PDZD2",0.620808698181518
"PDZK1",0.473894688144259
"PEAR1",0.251708628683094
"PEBP1",0.666915201062567
"PECAM1",0.340614331942745
"PECR",0.292584194723885
"PENK",0.321552080795421
"PEPD",0.273038679652991
"PER3",1.23609421440281
"PF4",1.00956084773382
"PFDN2",0.595652424696015
"PFDN4",0.547743218416443
"PFDN6",0.66892335539201
"PFKFB2",0.865860037320584
"PGA4",0.751491060479611
"PGD",0.566677318467687
"PGF",0.318044024647403
"PGLYRP1",0.486836369636011
"PGLYRP2",0.314114519012959
"PGLYRP4",0.633000414266532
"PGM2",0.61245041526565
"PGR",1.06247516355182
"PHACTR2",1.190221889683
"PHLDB1",0.570348356702701
"PHLDB2",0.946705280462382
"PHOSPHO1",0.345613746196347
"PHYKPL",0.434130985041137
"PI16",0.263965645966847
"PI3",0.638471048189535
"PIBF1",0.810134423129788
"PIGR",0.438779283005744
"PIK3AP1",0.687303043227183
"PIK3IP1",0.313447903020899
"PIKFYVE",0.574705235552655
"PILRA",0.484396870729405
"PILRB",0.652272248910704
"PINLYP",0.708889186719471
"PITHD1",0.816799708686984
"PKD1",0.29590497356252
"PKD2",0.613378579878
"PKLR",0.74935167764855
"PKN3",0.77895467059721
"PLA2G10",0.691438042585846
"PLA2G15",0.307769004155084
"PLA2G1B",0.498660598206148
"PLA2G2A",0.653272319613481
"PLA2G4A",0.986152541395381
"PLA2G7",0.373408501467002
"PLAT",0.655775259439494
"PLAU",0.333500161948521
"PLAUR",0.336566395580811
"PLB1",0.65212277169307
"PLCB1",0.459091539826413
"PLCB2",1.0161433250065
"PLEKHO1",0.730482748190857
"PLG",0.231954965860326
"PLIN1",0.413985807746561
"PLIN3",0.470959115623981
"PLPBP",0.750536945387407
"PLSCR3",0.615816696041284
"PLTP",0.428323056370172
"PLXDC1",0.374829740697806
"PLXDC2",0.283685635625997
"PLXNA4",0.909993047512373
"PLXNB2",0.276047220800531
"PLXNB3",0.523201200168192
"PM20D1",2.09760010128713
"PMCH",0.842554379448208
"PMM2",0.618346129026594
"PMS1",0.52036931904221
"PMVK",1.21256922368203
"PNLIP",0.650516061748342
"PNLIPRP1",0.818950292453371
"PNLIPRP2",3.28969293476296
"PNMA1",0.578758218697229
"PNMA2",0.449463426567016
"PNPT1",1.32319285923604
"PODXL",0.167357856785701
"PODXL2",0.315835212186964
"POF1B",0.471578491818874
"POLR2A",0.30134454134087
"POLR2F",0.398663441536362
"POMC",0.756929484137352
"PON1",0.279102813691657
"PON2",0.393124118867164
"PON3",0.360081549895516
"POSTN",0.39444180358226
"PPBP",0.874338026465353
"PPCDC",0.538369518579118
"PPIB",1.056563894158
"PPIE",0.634842591564051
"PPIF",0.649125843611239
"PPL",0.339433309033354
"PPM1A",0.345453868958318
"PPM1B",0.644557260474322
"PPM1F",0.549382414470491
"PPME1",0.685190680302159
"PPP1CC",0.864586827088678
"PPP1R12A",1.07281906211233
"PPP1R12B",0.740505071492794
"PPP1R14A",0.81275081249983
"PPP1R14D",0.396974597051222
"PPP1R2",0.882109209347849
"PPP1R9B",1.0722821492272
"PPP2R5A",1.23227597411941
"PPP3R1",0.468875530257202
"PPT1",0.78750985455614
"PPY",1.18116055595034
"PQBP1",0.630685433914061
"PRAME",0.261526502328216
"PRAP1",0.494864102520613
"PRC1",0.465913121065353
"PRCP",0.377754117958676
"PRDX1",0.932229741368109
"PRDX2",0.668542751312576
"PRDX3",0.793217587792136
"PRDX5",0.759456166317162
"PRDX6",0.679621354728819
"PREB",0.322167084635004
"PRELP",0.26605907438824
"PRG2",0.557102174709793
"PRG3",0.532917854749098
"PRKAB1",0.599166801397783
"PRKAG3",0.325690509512516
"PRKAR1A",0.924036834843908
"PRKAR2A",0.855418049811178
"PRKCQ",0.475037383045837
"PRKD2",0.471724884019443
"PRKG1",1.30366191893525
"PRKRA",0.754550409383661
"PRL",0.858373372717944
"PRND",0.533910120556186
"PROC",0.290128594556836
"PROCR",0.363581060593512
"PROK1",0.936900641439383
"PROS1",0.267236540772178
"PRR4",0.73067692314293
"PRR5",0.475101507038529
"PRRT3",0.408021688475125
"PRSS2",0.596235570381288
"PRSS22",0.364129358384285
"PRSS27",0.448480300287089
"PRSS53",0.4008048873967
"PRSS8",0.528348681280495
"PRTFDC1",1.23511291024825
"PRTG",0.281210058983818
"PRTN3",0.521936821731578
"PRUNE2",0.298287048584981
"PSAP",0.306513875989447
"PSAPL1",0.529124313419699
"PSCA",2.67698903876739
"PSG1",1.29590049183992
"PSIP1",0.71122818158414
"PSMA1",0.502846557431992
"PSMC3",0.311688984525128
"PSMD1",0.521153606790214
"PSMD5",0.565521331964502
"PSMD9",0.638340467647083
"PSME1",0.425218765910625
"PSME2",0.419951383804603
"PSMG3",0.589119416584577
"PSMG4",0.604964957088534
"PSPN",1.5188165650637
"PSRC1",0.657655360252769
"PSTPIP2",1.095253619213
"PTEN",0.324665194803652
"PTGDS",0.34304972969811
"PTGES2",0.558596506016431
"PTGR1",0.892780058408502
"PTH",0.856326809818706
"PTH1R",0.424332201844195
"PTK7",0.413100094924025
"PTN",0.58399853258285
"PTP4A3",0.548200658377752
"PTPN1",0.883420207025259
"PTPN6",0.992704066806573
"PTPN9",0.393780700397102
"PTPRB",0.319214778821041
"PTPRC",0.241324229283734
"PTPRF",0.333178273212158
"PTPRH",0.513636014239013
"PTPRK",0.228487404560111
"PTPRM",0.277128706324645
"PTPRN2",0.364066142680075
"PTPRR",0.389058975390626
"PTPRS",0.275919052997319
"PTPRZ1",0.371586172933547
"PTRHD1",0.617751346390365
"PTS",0.644128654233769
"PTTG1",0.424626283288112
"PTX3",0.557374569268678
"PVALB",1.27209862829413
"PVR",0.415746970041249
"PXDNL",0.596891885388225
"PXN",0.593156199456024
"PYDC1",0.431342170657139
"PYY",1.03493544383442
"PZP",0.752868925214495
"QDPR",0.481696392310418
"QPCT",0.309967535375539
"QSOX1",0.428267158752368
"RAB10",0.558356411756584
"RAB11FIP3",1.13206293887962
"RAB27B",0.854664438208065
"RAB2B",0.635725433175687
"RAB33A",0.685744541379118
"RAB37",0.9142878813581
"RAB39B",0.920870119743581
"RAB3GAP1",0.587871707155545
"RAB44",0.47525322646728
"RAB6A",0.537654893674674
"RAB6B",0.511589041049094
"RABEP1",0.809664308655947
"RABEPK",0.654438648483667
"RABGAP1L",0.66575263387093
"RAC3",0.700380425560128
"RAD23B",0.495196243920521
"RAD51",0.555793723154623
"RALB",0.305966366334135
"RALY",0.513714416786635
"RANBP1",0.55050953730752
"RANBP2",0.338878390301885
"RANGAP1",0.529622471025574
"RAP1A",0.709462463927218
"RAPGEF2",0.546969122305702
"RARRES1",0.363711773288214
"RARRES2",0.588176402608202
"RASA1",0.356823641999245
"RASGRF1",0.445304536427443
"RASSF2",0.650360561161239
"RBFOX3",0.441903453343855
"RBKS",0.590806288404745
"RBM17",0.793971523103893
"RBM19",0.480205100301081
"RBM25",0.468070396188553
"RBP1",0.722063431395254
"RBP2",0.882487334068722
"RBP5",0.694258926968126
"RBP7",0.665566331770537
"RBPMS",0.678465046785784
"RBPMS2",1.07482686112148
"RCC1",0.532957573958048
"RCOR1",0.484637346041829
"RECK",0.225832018667525
"REEP4",0.652162512687209
"REG1A",0.552213631981072
"REG1B",0.642385840010087
"REG3A",0.71913617340614
"REG3G",0.413095056729545
"REG4",0.57053813461729
"RELB",0.508436996503847
"RELT",0.344339526892089
"REN",0.887557925623186
"REPS1",0.395390388201683
"REST",0.361037602515659
"RET",0.463185085154378
"RETN",0.473342018763236
"REXO2",0.501272464754477
"RFC4",0.223136725941255
"RGCC",0.792696995596073
"RGL2",0.659693563159022
"RGMA",0.355597541367862
"RGMB",0.29849423427524
"RGS10",0.618719572274835
"RGS8",0.726593412224763
"RHOC",1.30222887076081
"RICTOR",0.496941232752104
"RIDA",0.550243455467928
"RILP",0.687152268221436
"RILPL2",1.02436439329255
"RIPK4",0.697875161524228
"RLN1",0.733516134324241
"RLN2",1.21798880823463
"RNASE1",0.280709206316189
"RNASE10",0.497829889958038
"RNASE3",1.2365511373029
"RNASE4",0.302041343590414
"RNASE6",0.335450059826438
"RNASEH2A",0.518066848634947
"RNASET2",0.301845566320081
"RNF149",0.331675677315354
"RNF168",0.418606271501399
"RNF31",0.377284092595819
"RNF4",0.676168845527713
"RNF41",0.750866209677707
"RNF43",0.594986350079811
"RNF5",0.751252821822587
"ROBO1",0.27684466511333
"ROBO2",0.273110908046339
"ROBO4",0.182143467645988
"ROR1",0.36083570652314
"RP2",0.471012315067101
"RPA2",0.319638537961014
"RPE",0.733459532803812
"RPGR",0.421968093489319
"RPL14",0.418085950636786
"RPS10",0.424479090532267
"RRAS",1.34060265624852
"RRM2",0.565556976764551
"RRM2B",0.744030510617559
"RRP15",0.936176698106481
"RSPO1",0.396436782666268
"RSPO3",0.331989128768733
"RTBDN",0.335180339200975
"RTKN2",0.533099044986907
"RTN4IP1",0.952345065563105
"RTN4R",0.41832136587244
"RUVBL1",1.14029964216251
"RWDD1",0.715890872556264
"RYR1",0.348740399012157
"S100A11",0.519694095599028
"S100A12",0.846973542156336
"S100A13",0.373723730842069
"S100A14",0.542512511474378
"S100A16",0.679739190664159
"S100A3",0.464081739821412
"S100A4",0.636079683837022
"S100G",0.48610331591633
"S100P",0.620166757024657
"SAA4",0.325688767332603
"SAFB2",0.285300228093572
"SAG",0.532080578758247
"SAMD9L",0.80956983104825
"SAP18",0.751109826780145
"SARG",1.14614135486028
"SART1",0.388315373756252
"SAT1",0.510732962348589
"SAT2",0.708208447429204
"SATB1",0.311181899735337
"SBSN",0.359050403748517
"SCAMP3",0.956331330081753
"SCARA5",0.354089960481912
"SCARB1",0.623872017147526
"SCARB2",0.364215864312804
"SCARF1",0.472410799052569
"SCARF2",0.366802018711651
"SCG2",0.365620288854013
"SCG3",0.388500050081554
"SCGB1A1",0.651488379025884
"SCGB2A2",0.317106393095141
"SCGB3A1",0.281310701013944
"SCGB3A2",0.987512867430893
"SCGN",0.491618602345854
"SCIN",0.748116836489783
"SCLY",0.577972712792751
"SCN2A",0.490950121466066
"SCN2B",0.292692197582539
"SCN3A",0.377837216978056
"SCN3B",0.476840492797224
"SCN4B",0.45095203619897
"SCP2",0.847572261763532
"SCPEP1",0.524381533340825
"SCRG1",0.321457354134548
"SCRIB",0.93815778001519
"SCRN1",0.620679740521687
"SCT",0.476762488665272
"SDC1",0.44825036385381
"SDC4",0.5186002854324
"SDCCAG8",1.20229513046392
"SDHB",0.6974784169759
"SDK2",0.395758036913006
"SEC31A",0.791706201799909
"SEL1L",0.331172481278797
"SELE",0.603396287270278
"SELENOP",0.235439604711921
"SELL",0.245536916370402
"SELP",0.639422256418564
"SELPLG",0.326627695647347
"SEMA3F",0.314750250741841
"SEMA3G",0.456351998112912
"SEMA4C",0.308234504927232
"SEMA4D",0.332351430368589
"SEMA6C",0.271055353539502
"SEMA7A",0.313882234390685
"SEPTIN3",0.791863224455179
"SEPTIN7",0.546215605771869
"SEPTIN8",0.355718416140184
"SEPTIN9",0.31892325316617
"SERPINA1",0.0832792210125451
"SERPINA11",0.515346166548887
"SERPINA12",1.3020346898794
"SERPINA3",0.156724492762118
"SERPINA4",0.24626569262473
"SERPINA5",0.338659059616168
"SERPINA6",0.19520175938824
"SERPINA7",0.198033718527288
"SERPINA9",0.819343483059491
"SERPINB1",1.01039626648835
"SERPINB5",0.524069230639708
"SERPINB6",0.669556602525899
"SERPINB8",0.657950551358081
"SERPINB9",0.367305337340291
"SERPINC1",0.156999162049634
"SERPIND1",0.310918127138875
"SERPINE1",0.770194032019157
"SERPINE2",0.670668934582756
"SERPINF1",0.308781007089459
"SERPINF2",0.145581483034018
"SERPING1",0.199307793376274
"SERPINH1",1.33856183605586
"SERPINI1",0.31874943185179
"SERPINI2",0.590898316447921
"SESTD1",0.706998324468908
"SETMAR",0.359543694932056
"SEZ6",0.323688397844667
"SEZ6L",0.329734030790691
"SEZ6L2",0.290486736221567
"SF3B4",0.831150579404187
"SFRP1",0.513598313718241
"SFRP4",0.443849624006925
"SFTPA1",0.63111545074076
"SFTPA2",0.592281491381982
"SFTPD",0.774475597808596
"SGSH",0.585231518983708
"SH2B3",1.09042712367991
"SH2D1A",0.622602505495236
"SH3BGRL2",0.626250025844232
"SH3BP1",0.514736252450105
"SH3GL3",0.86192188432871
"SH3GLB2",0.712053913616297
"SHBG",0.616744702267211
"SHC1",1.17939186288906
"SHD",0.875564960518126
"SHH",0.440978038039686
"SHISA5",0.290119471873763
"SHMT1",0.965764107950985
"SHPK",0.421316396950199
"SIAE",0.529806828647272
"SIGLEC1",0.501477397940953
"SIGLEC10",0.38806570485518
"SIGLEC15",0.863464229731916
"SIGLEC5",1.33946339816551
"SIGLEC6",0.375050697013439
"SIGLEC7",0.330441546668319
"SIGLEC8",0.491538062572463
"SIGLEC9",0.342950911956978
"SIL1",0.33617350239242
"SIRPA",0.63939830694928
"SIRPB1",0.521887431327599
"SIRT1",0.895918500485404
"SIRT2",0.990074462198298
"SIRT5",0.60383352128073
"SIT1",0.638739697763907
"SKAP1",0.833388018057224
"SKAP2",1.17091122791485
"SKIV2L",0.407646222301058
"SLA2",1.08714980268838
"SLAMF1",0.661398012517477
"SLAMF6",0.417178492126143
"SLAMF7",0.662154244711848
"SLAMF8",0.600580574746786
"SLC12A2",0.282106609173603
"SLC13A1",0.62486169870388
"SLC16A1",0.639020680337952
"SLC1A4",0.528790058040971
"SLC27A4",0.741754851698956
"SLC28A1",0.610216662063129
"SLC34A3",0.497342456901488
"SLC39A14",0.367015250009492
"SLC39A5",0.632874481230063
"SLC44A4",0.704487910345757
"SLC4A1",0.505036517479413
"SLC51B",0.779535622837899
"SLC9A3R1",0.871648509795503
"SLC9A3R2",0.52846029942628
"SLIRP",0.583175548058601
"SLIT2",0.571920471766959
"SLITRK1",0.367126211510098
"SLITRK2",0.463007981946403
"SLITRK6",0.383115558572245
"SLK",0.807276103078365
"SLMAP",0.878560128469273
"SLURP1",0.392781418078499
"SMAD1",0.92619843913578
"SMAD2",0.723026899352318
"SMAD3",0.533786847902985
"SMAD5",0.231742704772004
"SMARCA2",0.697411739967409
"SMC3",0.554331195633899
"SMNDC1",0.660138504275174
"SMOC1",0.40332646362032
"SMOC2",0.463353301503185
"SMPD1",0.565390907961447
"SMPD3",0.602397811136427
"SMPDL3A",0.732729541750449
"SMPDL3B",0.781286807139827
"SMS",0.656065709407464
"SMTN",1.01039618989909
"SNAP23",0.97237801351331
"SNAP25",0.488714267788272
"SNAP29",1.01255140083213
"SNAPIN",0.608656893605395
"SNCA",1.19327897633366
"SNCG",0.814466039591558
"SNED1",0.339611415499183
"SNRPB2",0.479232343649757
"SNU13",0.660325501176164
"SNX15",0.56922788543781
"SNX18",0.46336209246279
"SNX2",0.848101874906939
"SNX5",0.308426842024752
"SNX9",0.758951784720006
"SOD1",0.528273358874616
"SOD2",0.434569655599081
"SOD3",0.63740569351578
"SORBS1",0.417118965385814
"SORCS2",0.406684170956955
"SORD",0.798644444222264
"SORT1",0.420421511588264
"SOST",0.4664092168252
"SOWAHA",0.502562246270419
"SOX2",0.243017652135051
"SOX9",0.277506058935684
"SPACA5_SPACA5B",0.30795932327988
"SPAG1",0.603494065263138
"SPARC",0.795098012812325
"SPARCL1",0.312426291779782
"SPART",0.802399840727961
"SPESP1",0.341255389730864
"SPINK1",0.475246359159821
"SPINK2",0.43116769668495
"SPINK4",0.739226042727156
"SPINK5",0.379994481358547
"SPINK6",0.643024813119447
"SPINK8",0.378746579987886
"SPINT1",0.288780948051569
"SPINT2",0.463305365022122
"SPINT3",2.95883363275137
"SPOCK1",0.293528507816923
"SPON1",0.385207850060398
"SPON2",0.395936004650936
"SPP1",0.535216731988177
"SPRED2",0.45472056665077
"SPRING1",0.615128281724532
"SPRR1B",0.87214905539735
"SPRR3",0.758582203333164
"SPRY2",1.02685445516062
"SPTBN2",0.328772203949585
"SPTLC1",0.387174569996606
"SRC",1.34638503366624
"SRP14",0.697238484206212
"SRPK2",0.930073051588627
"SRPX",0.398594094026953
"SSB",0.638830962787111
"SSBP1",0.361075357778026
"SSC4D",1.48809858196026
"SSC5D",0.505363973394152
"SSH3",0.302378052687005
"SSNA1",0.536266316719864
"ST13",0.587106739038019
"ST3GAL1",0.490104163260463
"ST6GAL1",0.339492150725611
"ST8SIA1",0.499077569178278
"STAB2",0.308938400942945
"STAM",0.390026541565508
"STAMBP",0.722099706795802
"STAT2",0.793596489986745
"STAT5B",1.5299890806183
"STAU1",0.679656270061878
"STC1",0.520590942755288
"STC2",0.301658184071857
"STEAP4",0.755241575621084
"STIP1",0.742654777253944
"STK11",0.801879386485802
"STK24",0.680192657179013
"STK4",0.963026546269991
"STOML2",0.94570426200283
"STX16",0.642185051559284
"STX1B",0.430188988130892
"STX3",0.399144878114935
"STX4",0.682860676533206
"STX5",0.416966028990199
"STX6",0.743739700308968
"STX7",0.528320833066392
"STX8",0.544814122237349
"STXBP1",0.804677772463742
"STXBP3",0.478118220014489
"SUGP1",0.423350148795491
"SUGT1",0.889286261893054
"SULT1A1",1.44830449928324
"SULT2A1",0.652588973296299
"SUMF1",0.683012492815958
"SUMF2",0.60056988000266
"SUOX",0.672688333242012
"SUSD1",0.535667072594391
"SUSD2",0.343238126938245
"SUSD4",0.444468853006872
"SUSD5",0.392191211518114
"SV2A",0.636007936866417
"SWAP70",0.374727822232507
"SYAP1",0.585665229941754
"SYNGAP1",0.582873891253921
"SYT1",0.408182358180447
"SYTL4",0.762386389692261
"TAB2",1.10858905013999
"TACC3",1.3056610042227
"TADA3",0.408771428025787
"TAFA5",0.402306897150315
"TAGLN3",0.620272929021217
"TALDO1",0.480015737913276
"TANK",0.766352642660956
"TAP1",0.606866752249019
"TARBP2",0.882973084960616
"TARM1",0.792170418482258
"TARS1",0.384242694909681
"TAX1BP1",0.669904683929574
"TBC1D17",0.50374415410211
"TBC1D23",1.01076756068255
"TBC1D5",0.880751044951194
"TBCA",0.881608805263952
"TBCB",1.11872093173136
"TBCC",0.906197870640064
"TBL1X",0.943951356092022
"TBR1",0.49019716528314
"TCL1A",1.13044175370069
"TCL1B",0.877657911592367
"TCN1",0.350551288331636
"TCN2",0.345666086844119
"TCOF1",0.330272613466288
"TCP11",0.598184739658537
"TCTN3",0.321435108026565
"TDGF1",1.59562482253044
"TDO2",0.400628191285257
"TDP1",0.741129110828985
"TDRKH",0.943785238866602
"TEF",0.438240774796544
"TEK",0.243493964725646
"TERF1",0.296745831700556
"TET2",1.03045370076388
"TEX101",0.757848179202067
"TEX33",0.403723886955977
"TF",0.228087535827912
"TFAP2A",0.610144955999787
"TFF1",0.918059679509226
"TFF2",0.686060394275155
"TFF3",0.511427707373129
"TFPI",0.36211722285483
"TFPI2",0.453349822017328
"TFRC",0.442973048192215
"TG",1.1733324362255
"TGFA",0.534217419804949
"TGFB1",0.440347481121013
"TGFB2",0.545443410655071
"TGFBI",0.305195301176274
"TGFBR1",0.223643793250185
"TGFBR2",0.379085806268369
"TGFBR3",0.362122626117695
"TGM2",0.862679770692659
"TGOLN2",0.274909615062074
"THAP12",0.907171603374594
"THBD",0.321522997839991
"THBS2",0.425514457079756
"THBS4",0.537350551737572
"THOP1",0.364991574215308
"THPO",0.430020408283804
"THRAP3",1.15960035293725
"THSD1",0.344859601049233
"THTPA",0.909461389274519
"THY1",0.332784761894777
"TIA1",1.32693434347422
"TIE1",0.465405751114478
"TIGAR",0.517664738936702
"TIGIT",0.375576360614568
"TIMD4",0.501541301699061
"TIMM10",0.416260346730546
"TIMM8A",0.899640184558334
"TIMP1",0.327814942393621
"TIMP2",0.268627246379891
"TIMP3",1.4866920365956
"TIMP4",0.471735581810533
"TINAGL1",0.255955998971494
"TJAP1",0.932299497777809
"TJP3",0.430657160847866
"TK1",0.465554721143646
"TLR1",0.273459866839944
"TLR2",0.238014991704483
"TLR3",0.69266998729751
"TLR4",0.289631441621592
"TMCO5A",0.5495800723645
"TMED1",0.560163888695568
"TMED10",0.5030521875952
"TMED4",0.574604061522824
"TMED8",1.07117401587413
"TMEM106A",0.732134521493355
"TMEM132A",0.647148322000106
"TMEM25",0.471350669021188
"TMOD4",0.413349029340309
"TMPRSS11B",0.780090587044555
"TMPRSS11D",0.405170992918545
"TMPRSS15",1.03022197641635
"TMPRSS5",0.440968947815206
"TMSB10",0.866302704621806
"TNC",0.539761914015891
"TNF",0.429974462269844
"TNFAIP2",0.508766862050008
"TNFAIP8",0.397264770166433
"TNFAIP8L2",0.649005853854145
"TNFRSF10A",0.391889364620623
"TNFRSF10B",0.474249702898762
"TNFRSF10C",0.555935521229388
"TNFRSF11A",0.449809676802373
"TNFRSF11B",0.361145206684783
"TNFRSF12A",0.420056702017596
"TNFRSF13B",0.385596040528193
"TNFRSF13C",0.475019222692399
"TNFRSF14",0.342633443477916
"TNFRSF17",0.426259289513598
"TNFRSF19",0.360414379898315
"TNFRSF1A",0.34961310070986
"TNFRSF1B",0.416933617478317
"TNFRSF21",0.308447243226392
"TNFRSF4",0.435808338177329
"TNFRSF6B",0.653978189396555
"TNFRSF8",0.508116049166283
"TNFRSF9",0.47040087951234
"TNFSF10",0.294941606988177
"TNFSF11",0.700796893942069
"TNFSF12",0.325485496655028
"TNFSF13",0.315834077126209
"TNFSF13B",0.328426791626324
"TNFSF14",0.654875260667589
"TNFSF8",0.376828224314339
"TNIP1",0.938511650616353
"TNN",0.457911632642182
"TNNI3",0.931020034471127
"TNPO1",0.363323075234446
"TNR",0.498943875731328
"TNXB",0.291822764646452
"TOMM20",0.808976262301277
"TOP1",1.19497864309638
"TOP1MT",0.498862812598528
"TOP2B",0.819589707521303
"TOR1AIP1",0.550183922813874
"TP53",0.468870215609854
"TP53BP1",0.899714132147767
"TP53I3",0.549289243135534
"TP53INP1",0.345220836240786
"TP73",0.350009843866126
"TPBGL",0.424086022231505
"TPD52L2",1.1107293018297
"TPK1",0.28943236344903
"TPM3",0.452719761416008
"TPMT",0.804365323299929
"TPP1",0.527572411594862
"TPPP2",0.818151447326868
"TPPP3",0.430657030657682
"TPR",0.518821844716026
"TPRKB",0.65748312807849
"TPSAB1",0.590257014216641
"TPSD1",0.384223087312386
"TPSG1",0.270330492031028
"TPT1",0.721876368148946
"TRAF2",0.786391555329888
"TRAF3",0.384851295946815
"TRAF3IP2",0.489848436564305
"TRDMT1",0.87362784913988
"TREH",0.793540093007664
"TREM2",0.641443372739976
"TREML1",0.544695762808438
"TREML2",0.384254864182386
"TRIAP1",0.712928665237802
"TRIM21",0.86538053750631
"TRIM24",0.680408840318605
"TRIM25",1.13480680106919
"TRIM26",0.584720332576295
"TRIM40",0.744649638365818
"TRIM5",0.95318111799182
"TRIM58",0.907172516959491
"TRPV3",0.50621935631039
"TSC1",0.771775951056032
"TSC22D1",0.695348903535574
"TSHB",0.860903983620034
"TSLP",0.661068344925267
"TSNAX",0.412173264943044
"TSPAN1",0.680042533809573
"TSPAN15",0.517538233719597
"TSPAN7",0.958805284197122
"TSPAN8",1.06275618618448
"TSPYL1",0.413706992520551
"TST",0.830549230850303
"TTF2",0.507000864860979
"TTN",0.700957677022578
"TTR",0.27686155748859
"TUBB3",0.288110476894418
"TWF2",0.877875676216393
"TXK",0.776183153637963
"TXLNA",0.997326063050238
"TXN",0.458777125521751
"TXNDC15",0.303531167253742
"TXNDC5",0.76916677453282
"TXNDC9",0.54963888353844
"TXNL1",1.01626835725991
"TXNRD1",0.525331835232173
"TYMP",0.731261192380001
"TYRO3",0.316140904996677
"TYRP1",0.644362501181952
"UBAC1",0.394630787338171
"UBE2B",0.300058051950811
"UBE2L6",0.647448674363486
"UBE2Z",0.605278014485282
"UBQLN3",0.508360709154028
"UBXN1",0.713675343510297
"UFD1",1.45189181769058
"UGDH",1.0265487229855
"UHRF2",0.359180389672696
"ULBP2",0.434898758634251
"UMOD",0.632261768518666
"UNC5D",0.275758028937788
"UNC79",0.577595021347242
"UNG",0.35528624004788
"UPB1",1.01996157493922
"UPK3A",0.504226456499439
"UPK3BL1",0.553009618571835
"UROD",0.721602825203342
"UROS",0.697843063034238
"USO1",1.00258436305971
"USP25",0.756991216321582
"USP28",0.385070228052026
"USP47",0.885032324618257
"USP8",1.05293446110508
"UXS1",0.583625360096072
"VAMP5",0.599400443897316
"VAMP8",0.903096185531046
"VASH1",0.901879622964221
"VASN",0.303810162164686
"VASP",0.751389457974948
"VAT1",0.221545658906042
"VAV3",1.02334426241408
"VCAM1",0.308563582398317
"VCAN",0.344908069314822
"VCPKMT",0.887134155387559
"VEGFA",0.665208123663037
"VEGFB",0.312113512854342
"VEGFC",0.624078367788869
"VEGFD",0.421803639250662
"VGF",0.32354114389901
"VIM",1.26735993831836
"VIPR1",0.252265664621884
"VIT",0.436161858137291
"VMO1",0.766495157851948
"VNN1",0.780000723745235
